Datetime,Q (cfs)
10/27/2019 06:15:00,147
10/27/2019 06:30:00,150
10/27/2019 06:45:00,147
10/27/2019 07:00:00,147
10/27/2019 07:15:00,145
10/27/2019 07:30:00,142
10/27/2019 07:45:00,143
10/27/2019 08:00:00,143
10/27/2019 08:15:00,145
10/27/2019 08:30:00,140
10/27/2019 08:45:00,140
10/27/2019 09:00:00,140
10/27/2019 09:15:00,140
10/27/2019 09:30:00,143
10/27/2019 09:45:00,138
10/27/2019 10:00:00,140
10/27/2019 10:15:00,143
10/27/2019 10:30:00,143
10/27/2019 10:45:00,140
10/27/2019 11:00:00,140
10/27/2019 11:15:00,143
10/27/2019 11:30:00,143
10/27/2019 11:45:00,145
10/27/2019 12:00:00,145
10/27/2019 12:15:00,143
10/27/2019 12:30:00,143
10/27/2019 12:45:00,143
10/27/2019 13:00:00,143
10/27/2019 13:15:00,143
10/27/2019 13:30:00,143
10/27/2019 13:45:00,143
10/27/2019 14:00:00,138
10/27/2019 14:15:00,138
10/27/2019 14:30:00,138
10/27/2019 14:45:00,138
10/27/2019 15:00:00,136
10/27/2019 15:15:00,136
10/27/2019 15:30:00,136
10/27/2019 15:45:00,138
10/27/2019 16:00:00,134
10/27/2019 16:15:00,136
10/27/2019 16:30:00,136
10/27/2019 16:45:00,136
10/27/2019 17:00:00,138
10/27/2019 17:15:00,140
10/27/2019 17:30:00,138
10/27/2019 17:45:00,140
10/27/2019 18:00:00,140
10/27/2019 18:15:00,138
10/27/2019 18:30:00,138
10/27/2019 18:45:00,140
10/27/2019 19:00:00,140
10/27/2019 19:15:00,138
10/27/2019 19:30:00,136
10/27/2019 19:45:00,134
10/27/2019 20:00:00,136
10/27/2019 20:15:00,138
10/27/2019 20:30:00,138
10/27/2019 20:45:00,138
10/27/2019 21:00:00,140
10/27/2019 21:15:00,138
10/27/2019 21:30:00,138
10/27/2019 21:45:00,140
10/27/2019 22:00:00,143
10/27/2019 22:15:00,143
10/27/2019 22:30:00,147
10/27/2019 22:45:00,147
10/27/2019 23:00:00,147
10/27/2019 23:15:00,147
10/27/2019 23:30:00,147
10/27/2019 23:45:00,147
10/28/2019 00:00:00,145
10/28/2019 00:15:00,145
10/28/2019 00:30:00,145
10/28/2019 00:45:00,143
10/28/2019 01:00:00,143
10/28/2019 01:15:00,143
10/28/2019 01:30:00,143
10/28/2019 01:45:00,143
10/28/2019 02:00:00,143
10/28/2019 02:15:00,143
10/28/2019 02:30:00,143
10/28/2019 02:45:00,143
10/28/2019 03:00:00,143
10/28/2019 03:15:00,143
10/28/2019 03:30:00,143
10/28/2019 03:45:00,147
10/28/2019 04:00:00,147
10/28/2019 04:15:00,145
10/28/2019 04:30:00,147
10/28/2019 04:45:00,147
10/28/2019 05:00:00,147
10/28/2019 05:15:00,147
10/28/2019 05:30:00,143
10/28/2019 05:45:00,140
10/28/2019 06:00:00,141
10/28/2019 06:15:00,138
10/28/2019 06:30:00,136
10/28/2019 06:45:00,136
10/28/2019 07:00:00,136
10/28/2019 07:15:00,134
10/28/2019 07:30:00,134
10/28/2019 07:45:00,134
10/28/2019 08:00:00,134
10/28/2019 08:15:00,134
10/28/2019 08:30:00,132
10/28/2019 08:45:00,134
10/28/2019 09:00:00,134
10/28/2019 09:15:00,136
10/28/2019 09:30:00,134
10/28/2019 09:45:00,132
10/28/2019 10:00:00,132
10/28/2019 10:15:00,134
10/28/2019 10:30:00,129
10/28/2019 10:45:00,129
10/28/2019 11:00:00,129
10/28/2019 11:15:00,132
10/28/2019 11:30:00,129
10/28/2019 11:45:00,132
10/28/2019 12:00:00,136
10/28/2019 12:15:00,132
10/28/2019 12:30:00,136
10/28/2019 12:45:00,132
10/28/2019 13:00:00,132
10/28/2019 13:15:00,132
10/28/2019 13:30:00,132
10/28/2019 13:45:00,132
10/28/2019 14:00:00,132
10/28/2019 14:15:00,132
10/28/2019 14:30:00,134
10/28/2019 14:45:00,134
10/28/2019 15:00:00,136
10/28/2019 15:15:00,141
10/28/2019 15:30:00,143
10/28/2019 15:45:00,145
10/28/2019 16:00:00,141
10/28/2019 16:15:00,143
10/28/2019 16:30:00,148
10/28/2019 16:45:00,155
10/28/2019 17:00:00,157
10/28/2019 17:15:00,162
10/28/2019 17:30:00,165
10/28/2019 17:45:00,162
10/28/2019 18:00:00,160
10/28/2019 18:15:00,160
10/28/2019 18:30:00,160
10/28/2019 18:45:00,157
10/28/2019 19:00:00,155
10/28/2019 19:15:00,152
10/28/2019 19:30:00,152
10/28/2019 19:45:00,152
10/28/2019 20:00:00,152
10/28/2019 20:15:00,150
10/28/2019 20:30:00,150
10/28/2019 20:45:00,148
10/28/2019 21:00:00,148
10/28/2019 21:15:00,143
10/28/2019 21:30:00,145
10/28/2019 21:45:00,148
10/28/2019 22:00:00,150
10/28/2019 22:15:00,155
10/28/2019 22:30:00,157
10/28/2019 22:45:00,143
10/28/2019 23:00:00,147
10/28/2019 23:15:00,147
10/28/2019 23:30:00,143
10/28/2019 23:45:00,143
10/29/2019 00:00:00,152
10/29/2019 00:15:00,152
10/29/2019 00:30:00,152
10/29/2019 00:45:00,152
10/29/2019 01:00:00,150
10/29/2019 01:15:00,152
10/29/2019 01:30:00,152
10/29/2019 01:45:00,152
10/29/2019 02:00:00,150
10/29/2019 02:15:00,152
10/29/2019 02:30:00,152
10/29/2019 02:45:00,152
10/29/2019 03:00:00,152
10/29/2019 03:15:00,152
10/29/2019 03:30:00,152
10/29/2019 03:45:00,148
10/29/2019 04:00:00,145
10/29/2019 04:15:00,145
10/29/2019 04:30:00,145
10/29/2019 04:45:00,148
10/29/2019 05:00:00,152
10/29/2019 05:15:00,152
10/29/2019 05:30:00,155
10/29/2019 05:45:00,152
10/29/2019 06:00:00,152
10/29/2019 06:15:00,152
10/29/2019 06:30:00,152
10/29/2019 06:45:00,152
10/29/2019 07:00:00,150
10/29/2019 07:15:00,152
10/29/2019 07:30:00,152
10/29/2019 07:45:00,152
10/29/2019 08:00:00,150
10/29/2019 08:15:00,148
10/29/2019 08:30:00,148
10/29/2019 08:45:00,148
10/29/2019 09:00:00,148
10/29/2019 09:15:00,148
10/29/2019 09:30:00,150
10/29/2019 09:45:00,155
10/29/2019 10:00:00,143
10/29/2019 10:15:00,148
10/29/2019 10:30:00,148
10/29/2019 10:45:00,150
10/29/2019 11:00:00,148
10/29/2019 11:15:00,148
10/29/2019 11:30:00,150
10/29/2019 11:45:00,152
10/29/2019 12:00:00,145
10/29/2019 12:15:00,148
10/29/2019 12:30:00,148
10/29/2019 12:45:00,143
10/29/2019 13:00:00,143
10/29/2019 13:15:00,143
10/29/2019 13:30:00,143
10/29/2019 13:45:00,145
10/29/2019 14:00:00,145
10/29/2019 14:15:00,143
10/29/2019 14:30:00,148
10/29/2019 14:45:00,145
10/29/2019 15:00:00,148
10/29/2019 15:15:00,148
10/29/2019 15:30:00,148
10/29/2019 15:45:00,152
10/29/2019 16:00:00,150
10/29/2019 16:15:00,150
10/29/2019 16:30:00,150
10/29/2019 16:45:00,152
10/29/2019 17:00:00,150
10/29/2019 17:15:00,150
10/29/2019 17:30:00,148
10/29/2019 17:45:00,148
10/29/2019 18:00:00,148
10/29/2019 18:15:00,145
10/29/2019 18:30:00,143
10/29/2019 18:45:00,143
10/29/2019 19:00:00,143
10/29/2019 19:15:00,145
10/29/2019 19:30:00,141
10/29/2019 19:45:00,141
10/29/2019 20:00:00,143
10/29/2019 20:15:00,143
10/29/2019 20:30:00,143
10/29/2019 20:45:00,145
10/29/2019 21:00:00,148
10/29/2019 21:15:00,148
10/29/2019 21:30:00,150
10/29/2019 21:45:00,148
10/29/2019 22:00:00,148
10/29/2019 22:15:00,145
10/29/2019 22:30:00,143
10/29/2019 22:45:00,145
10/29/2019 23:00:00,150
10/29/2019 23:15:00,150
10/29/2019 23:30:00,152
10/29/2019 23:45:00,150
10/30/2019 00:00:00,143
10/30/2019 00:15:00,143
10/30/2019 00:30:00,145
10/30/2019 00:45:00,143
10/30/2019 01:00:00,141
10/30/2019 01:15:00,141
10/30/2019 01:30:00,138
10/30/2019 01:45:00,138
10/30/2019 02:00:00,136
10/30/2019 02:15:00,138
10/30/2019 02:30:00,138
10/30/2019 02:45:00,129
10/30/2019 03:00:00,132
10/30/2019 03:15:00,134
10/30/2019 03:30:00,129
10/30/2019 03:45:00,129
10/30/2019 04:00:00,132
10/30/2019 04:15:00,132
10/30/2019 04:30:00,129
10/30/2019 04:45:00,132
10/30/2019 05:00:00,132
10/30/2019 05:15:00,129
10/30/2019 05:30:00,129
10/30/2019 05:45:00,125
10/30/2019 06:00:00,125
10/30/2019 06:15:00,125
10/30/2019 06:30:00,123
10/30/2019 06:45:00,123
10/30/2019 07:00:00,121
10/30/2019 07:15:00,121
10/30/2019 07:30:00,119
10/30/2019 07:45:00,117
10/30/2019 08:00:00,115
10/30/2019 08:15:00,111
10/30/2019 08:30:00,117
10/30/2019 08:45:00,117
10/30/2019 09:00:00,113
10/30/2019 09:15:00,115
10/30/2019 09:30:00,111
10/30/2019 09:45:00,109
10/30/2019 10:00:00,115
10/30/2019 10:15:00,113
10/30/2019 10:30:00,113
10/30/2019 10:45:00,115
10/30/2019 11:00:00,117
10/30/2019 11:15:00,117
10/30/2019 11:30:00,119
10/30/2019 11:45:00,117
10/30/2019 12:00:00,121
10/30/2019 12:15:00,121
10/30/2019 12:30:00,123
10/30/2019 12:45:00,125
10/30/2019 13:00:00,121
10/30/2019 13:15:00,121
10/30/2019 13:30:00,119
10/30/2019 13:45:00,115
10/30/2019 14:00:00,119
10/30/2019 14:15:00,113
10/30/2019 14:30:00,113
10/30/2019 14:45:00,113
10/30/2019 15:00:00,109
10/30/2019 15:15:00,123
10/30/2019 15:30:00,167
10/30/2019 15:45:00,211
10/30/2019 16:00:00,180
10/30/2019 16:15:00,180
10/30/2019 16:30:00,185
10/30/2019 16:45:00,194
10/30/2019 17:00:00,162
10/30/2019 17:15:00,167
10/30/2019 17:30:00,167
10/30/2019 17:45:00,165
10/30/2019 18:00:00,165
10/30/2019 18:15:00,170
10/30/2019 18:30:00,170
10/30/2019 18:45:00,177
10/30/2019 19:00:00,162
10/30/2019 19:15:00,162
10/30/2019 19:30:00,157
10/30/2019 19:45:00,157
10/30/2019 20:00:00,157
10/30/2019 20:15:00,157
10/30/2019 20:30:00,157
10/30/2019 20:45:00,157
10/30/2019 21:00:00,157
10/30/2019 21:15:00,155
10/30/2019 21:30:00,150
10/30/2019 21:45:00,150
10/30/2019 22:00:00,150
10/30/2019 22:15:00,138
10/30/2019 22:30:00,148
10/30/2019 22:45:00,148
10/30/2019 23:00:00,145
10/30/2019 23:15:00,143
10/30/2019 23:30:00,143
10/30/2019 23:45:00,143
10/31/2019 00:00:00,143
10/31/2019 00:15:00,143
10/31/2019 00:30:00,138
10/31/2019 00:45:00,138
10/31/2019 01:00:00,138
10/31/2019 01:15:00,138
10/31/2019 01:30:00,134
10/31/2019 01:45:00,132
10/31/2019 02:00:00,134
10/31/2019 02:15:00,134
10/31/2019 02:30:00,132
10/31/2019 02:45:00,132
10/31/2019 03:00:00,132
10/31/2019 03:15:00,129
10/31/2019 03:30:00,127
10/31/2019 03:45:00,129
10/31/2019 04:00:00,129
10/31/2019 04:15:00,134
10/31/2019 04:30:00,134
10/31/2019 04:45:00,136
10/31/2019 05:00:00,134
10/31/2019 05:15:00,134
10/31/2019 05:30:00,136
10/31/2019 05:45:00,141
10/31/2019 06:00:00,138
10/31/2019 06:15:00,138
10/31/2019 06:30:00,138
10/31/2019 06:45:00,136
10/31/2019 07:00:00,129
10/31/2019 07:15:00,127
10/31/2019 07:30:00,127
10/31/2019 07:45:00,134
10/31/2019 08:00:00,162
10/31/2019 08:15:00,148
10/31/2019 08:30:00,132
10/31/2019 08:45:00,113
10/31/2019 09:00:00,125
10/31/2019 09:15:00,125
10/31/2019 09:30:00,127
10/31/2019 09:45:00,129
10/31/2019 10:00:00,132
10/31/2019 10:15:00,132
10/31/2019 10:30:00,132
10/31/2019 10:45:00,134
10/31/2019 11:00:00,134
10/31/2019 11:15:00,134
10/31/2019 11:30:00,134
10/31/2019 11:45:00,134
10/31/2019 12:00:00,129
10/31/2019 12:15:00,129
10/31/2019 12:30:00,129
10/31/2019 12:45:00,127
10/31/2019 13:00:00,127
10/31/2019 13:15:00,127
10/31/2019 13:30:00,123
10/31/2019 13:45:00,123
10/31/2019 14:00:00,125
10/31/2019 14:15:00,136
10/31/2019 14:30:00,132
10/31/2019 14:45:00,129
10/31/2019 15:00:00,134
10/31/2019 15:15:00,136
10/31/2019 15:30:00,138
10/31/2019 15:45:00,138
10/31/2019 16:00:00,143
10/31/2019 16:15:00,148
10/31/2019 16:30:00,165
10/31/2019 16:45:00,167
10/31/2019 17:00:00,167
10/31/2019 17:15:00,175
10/31/2019 17:30:00,180
10/31/2019 17:45:00,177
10/31/2019 18:00:00,177
10/31/2019 18:15:00,177
10/31/2019 18:30:00,177
10/31/2019 18:45:00,177
10/31/2019 19:00:00,177
10/31/2019 19:15:00,177
10/31/2019 19:30:00,175
10/31/2019 19:45:00,172
10/31/2019 20:00:00,172
10/31/2019 20:15:00,165
10/31/2019 20:30:00,160
10/31/2019 20:45:00,157
10/31/2019 21:00:00,170
10/31/2019 21:15:00,167
10/31/2019 21:30:00,165
10/31/2019 21:45:00,165
10/31/2019 22:00:00,165
10/31/2019 22:15:00,162
10/31/2019 22:30:00,160
10/31/2019 22:45:00,157
10/31/2019 23:00:00,145
10/31/2019 23:15:00,143
10/31/2019 23:30:00,143
10/31/2019 23:45:00,143
11/01/2019 00:00:00,155
11/01/2019 00:15:00,157
11/01/2019 00:30:00,157
11/01/2019 00:45:00,152
11/01/2019 01:00:00,155
11/01/2019 01:15:00,152
11/01/2019 01:30:00,152
11/01/2019 01:45:00,152
11/01/2019 02:00:00,152
11/01/2019 02:15:00,157
11/01/2019 02:30:00,150
11/01/2019 02:45:00,150
11/01/2019 03:00:00,148
11/01/2019 03:15:00,148
11/01/2019 03:30:00,148
11/01/2019 03:45:00,148
11/01/2019 04:00:00,148
11/01/2019 04:15:00,148
11/01/2019 04:30:00,148
11/01/2019 04:45:00,150
11/01/2019 05:00:00,148
11/01/2019 05:15:00,148
11/01/2019 05:30:00,148
11/01/2019 05:45:00,148
11/01/2019 06:00:00,148
11/01/2019 06:15:00,148
11/01/2019 06:30:00,148
11/01/2019 06:45:00,148
11/01/2019 07:00:00,148
11/01/2019 07:15:00,145
11/01/2019 07:30:00,148
11/01/2019 07:45:00,141
11/01/2019 08:00:00,141
11/01/2019 08:15:00,143
11/01/2019 08:30:00,138
11/01/2019 08:45:00,141
11/01/2019 09:00:00,136
11/01/2019 09:15:00,138
11/01/2019 09:30:00,136
11/01/2019 09:45:00,141
11/01/2019 10:00:00,134
11/01/2019 10:15:00,134
11/01/2019 10:30:00,134
11/01/2019 10:45:00,134
11/01/2019 11:00:00,134
11/01/2019 11:15:00,134
11/01/2019 11:30:00,134
11/01/2019 11:45:00,134
11/01/2019 12:00:00,134
11/01/2019 12:15:00,134
11/01/2019 12:30:00,134
11/01/2019 12:45:00,132
11/01/2019 13:00:00,134
11/01/2019 13:15:00,132
11/01/2019 13:30:00,129
11/01/2019 13:45:00,129
11/01/2019 14:00:00,132
11/01/2019 14:15:00,134
11/01/2019 14:30:00,134
11/01/2019 14:45:00,132
11/01/2019 15:00:00,134
11/01/2019 15:15:00,134
11/01/2019 15:30:00,134
11/01/2019 15:45:00,136
11/01/2019 16:00:00,136
11/01/2019 16:15:00,143
11/01/2019 16:30:00,148
11/01/2019 16:45:00,152
11/01/2019 17:00:00,152
11/01/2019 17:15:00,155
11/01/2019 17:30:00,157
11/01/2019 17:45:00,155
11/01/2019 18:00:00,152
11/01/2019 18:15:00,152
11/01/2019 18:30:00,155
11/01/2019 18:45:00,157
11/01/2019 19:00:00,157
11/01/2019 19:15:00,157
11/01/2019 19:30:00,157
11/01/2019 19:45:00,155
11/01/2019 20:00:00,155
11/01/2019 20:15:00,155
11/01/2019 20:30:00,152
11/01/2019 20:45:00,152
11/01/2019 21:00:00,150
11/01/2019 21:15:00,150
11/01/2019 21:30:00,150
11/01/2019 21:45:00,148
11/01/2019 22:00:00,148
11/01/2019 22:15:00,148
11/01/2019 22:30:00,148
11/01/2019 22:45:00,148
11/01/2019 23:00:00,157
11/01/2019 23:15:00,157
11/01/2019 23:30:00,157
11/01/2019 23:45:00,155
11/02/2019 00:00:00,150
11/02/2019 00:15:00,152
11/02/2019 00:30:00,152
11/02/2019 00:45:00,150
11/02/2019 01:00:00,150
11/02/2019 01:15:00,152
11/02/2019 01:30:00,152
11/02/2019 01:45:00,152
11/02/2019 02:00:00,150
11/02/2019 02:15:00,150
11/02/2019 02:30:00,150
11/02/2019 02:45:00,152
11/02/2019 03:00:00,150
11/02/2019 03:15:00,148
11/02/2019 03:30:00,148
11/02/2019 03:45:00,148
11/02/2019 04:00:00,148
11/02/2019 04:15:00,145
11/02/2019 04:30:00,143
11/02/2019 04:45:00,145
11/02/2019 05:00:00,145
11/02/2019 05:15:00,145
11/02/2019 05:30:00,145
11/02/2019 05:45:00,145
11/02/2019 06:00:00,145
11/02/2019 06:15:00,143
11/02/2019 06:30:00,141
11/02/2019 06:45:00,138
11/02/2019 07:00:00,138
11/02/2019 07:15:00,138
11/02/2019 07:30:00,138
11/02/2019 07:45:00,138
11/02/2019 08:00:00,138
11/02/2019 08:15:00,141
11/02/2019 08:30:00,138
11/02/2019 08:45:00,136
11/02/2019 09:00:00,136
11/02/2019 09:15:00,136
11/02/2019 09:30:00,134
11/02/2019 09:45:00,134
11/02/2019 10:00:00,134
11/02/2019 10:15:00,132
11/02/2019 10:30:00,134
11/02/2019 10:45:00,134
11/02/2019 11:00:00,134
11/02/2019 11:15:00,134
11/02/2019 11:30:00,134
11/02/2019 11:45:00,132
11/02/2019 12:00:00,134
11/02/2019 12:15:00,132
11/02/2019 12:30:00,132
11/02/2019 12:45:00,132
11/02/2019 13:00:00,132
11/02/2019 13:15:00,132
11/02/2019 13:30:00,132
11/02/2019 13:45:00,132
11/02/2019 14:00:00,134
11/02/2019 14:15:00,134
11/02/2019 14:30:00,136
11/02/2019 14:45:00,138
11/02/2019 15:00:00,138
11/02/2019 15:15:00,138
11/02/2019 15:30:00,141
11/02/2019 15:45:00,145
11/02/2019 16:00:00,143
11/02/2019 16:15:00,150
11/02/2019 16:30:00,157
11/02/2019 16:45:00,162
11/02/2019 17:00:00,162
11/02/2019 17:15:00,160
11/02/2019 17:30:00,160
11/02/2019 17:45:00,157
11/02/2019 18:00:00,155
11/02/2019 18:15:00,148
11/02/2019 18:30:00,143
11/02/2019 18:45:00,145
11/02/2019 19:00:00,148
11/02/2019 19:15:00,148
11/02/2019 19:30:00,148
11/02/2019 19:45:00,148
11/02/2019 20:00:00,148
11/02/2019 20:15:00,148
11/02/2019 20:30:00,148
11/02/2019 20:45:00,148
11/02/2019 21:00:00,148
11/02/2019 21:15:00,150
11/02/2019 21:30:00,148
11/02/2019 21:45:00,150
11/02/2019 22:00:00,148
11/02/2019 22:15:00,148
11/02/2019 22:30:00,150
11/02/2019 22:45:00,150
11/02/2019 23:00:00,145
11/02/2019 23:15:00,148
11/02/2019 23:30:00,148
11/02/2019 23:45:00,148
11/03/2019 00:00:00,141
11/03/2019 00:15:00,138
11/03/2019 00:30:00,138
11/03/2019 00:45:00,138
11/03/2019 01:00:00,141
11/03/2019 01:15:00,138
11/03/2019 01:30:00,138
11/03/2019 01:45:00,138
11/03/2019 02:00:00,138
11/03/2019 02:15:00,138
11/03/2019 02:30:00,138
11/03/2019 02:45:00,141
11/03/2019 03:00:00,141
11/03/2019 03:15:00,143
11/03/2019 03:30:00,148
11/03/2019 03:45:00,148
11/03/2019 04:00:00,148
11/03/2019 04:15:00,150
11/03/2019 04:30:00,148
11/03/2019 04:45:00,148
11/03/2019 05:00:00,150
11/03/2019 05:15:00,150
11/03/2019 05:30:00,148
11/03/2019 05:45:00,148
11/03/2019 06:00:00,148
11/03/2019 06:15:00,148
11/03/2019 06:30:00,148
11/03/2019 06:45:00,145
11/03/2019 07:00:00,145
11/03/2019 07:15:00,143
11/03/2019 07:30:00,145
11/03/2019 07:45:00,148
11/03/2019 08:00:00,148
11/03/2019 08:15:00,143
11/03/2019 08:30:00,143
11/03/2019 08:45:00,143
11/03/2019 09:00:00,143
11/03/2019 09:15:00,143
11/03/2019 09:30:00,143
11/03/2019 09:45:00,138
11/03/2019 10:00:00,138
11/03/2019 10:15:00,138
11/03/2019 10:30:00,136
11/03/2019 10:45:00,136
11/03/2019 11:00:00,134
11/03/2019 11:15:00,134
11/03/2019 11:30:00,134
11/03/2019 11:45:00,134
11/03/2019 12:00:00,134
11/03/2019 12:15:00,134
11/03/2019 12:30:00,134
11/03/2019 12:45:00,136
11/03/2019 13:00:00,138
11/03/2019 13:15:00,138
11/03/2019 13:30:00,143
11/03/2019 13:45:00,143
11/03/2019 14:00:00,143
11/03/2019 14:15:00,143
11/03/2019 14:30:00,145
11/03/2019 14:45:00,143
11/03/2019 15:00:00,148
11/03/2019 15:15:00,148
11/03/2019 15:30:00,150
11/03/2019 15:45:00,148
11/03/2019 16:00:00,148
11/03/2019 16:15:00,148
11/03/2019 16:30:00,148
11/03/2019 16:45:00,143
11/03/2019 17:00:00,143
11/03/2019 17:15:00,138
11/03/2019 17:30:00,132
11/03/2019 17:45:00,138
11/03/2019 18:00:00,138
11/03/2019 18:15:00,138
11/03/2019 18:30:00,138
11/03/2019 18:45:00,138
11/03/2019 19:00:00,138
11/03/2019 19:15:00,138
11/03/2019 19:30:00,138
11/03/2019 19:45:00,138
11/03/2019 20:00:00,138
11/03/2019 20:15:00,138
11/03/2019 20:30:00,141
11/03/2019 20:45:00,138
11/03/2019 21:00:00,138
11/03/2019 21:15:00,138
11/03/2019 21:30:00,136
11/03/2019 21:45:00,141
11/03/2019 22:00:00,141
11/03/2019 22:15:00,138
11/03/2019 22:30:00,138
11/03/2019 22:45:00,138
11/03/2019 23:00:00,148
11/03/2019 23:00:00,138
11/03/2019 23:15:00,148
11/03/2019 23:15:00,138
11/03/2019 23:30:00,143
11/03/2019 23:30:00,138
11/03/2019 23:45:00,141
11/03/2019 23:45:00,138
11/04/2019 00:00:00,138
11/04/2019 00:15:00,141
11/04/2019 00:30:00,145
11/04/2019 00:45:00,148
11/04/2019 01:00:00,148
11/04/2019 01:15:00,150
11/04/2019 01:30:00,150
11/04/2019 01:45:00,148
11/04/2019 02:00:00,152
11/04/2019 02:15:00,148
11/04/2019 02:30:00,148
11/04/2019 02:45:00,148
11/04/2019 03:00:00,148
11/04/2019 03:15:00,143
11/04/2019 03:30:00,145
11/04/2019 03:45:00,145
11/04/2019 04:00:00,143
11/04/2019 04:15:00,143
11/04/2019 04:30:00,138
11/04/2019 04:45:00,138
11/04/2019 05:00:00,143
11/04/2019 05:15:00,143
11/04/2019 05:30:00,145
11/04/2019 05:45:00,145
11/04/2019 06:00:00,145
11/04/2019 06:15:00,145
11/04/2019 06:30:00,148
11/04/2019 06:45:00,148
11/04/2019 07:00:00,143
11/04/2019 07:15:00,143
11/04/2019 07:30:00,143
11/04/2019 07:45:00,141
